,SMALL LoBM,ME1 BM2,ME1 BM3,ME1 BM4,SMALL HiBM,ME2 BM1,ME2 BM2,ME2 BM3,ME2 BM4,ME2 BM5,ME3 BM1,ME3 BM2,ME3 BM3,ME3 BM4,ME3 BM5,ME4 BM1,ME4 BM2,ME4 BM3,ME4 BM4,ME4 BM5,BIG LoBM,ME5 BM2,ME5 BM3,ME5 BM4,BIG HiBM
199807,-7.1837,-6.4366,-5.5567,-5.792,-4.0326,-7.5314,-8.3508,-8.1794,-9.1796,-7.0888,-7.7764,-7.8761,-8.0081,-8.3474,-8.7026,-6.394,-4.7279,-6.1459,-5.1112,-4.8048,-1.8139,-3.7406,-3.7046,-3.6452,-4.3572
199808,-26.7149,-21.6464,-20.5687,-18.632,-18.3616,-25.7056,-20.6191,-18.299,-16.8433,-19.4227,-23.3124,-21.8969,-17.6466,-17.6233,-18.4811,-20.9481,-19.5882,-18.5869,-12.4282,-13.7024,-15.1472,-17.4269,-16.1787,-11.3314,-10.3293
199809,4.5562,4.079,2.3325,2.5181,-0.0961,12.4927,9.3356,5.2869,3.6715,6.8325,12.1801,6.2837,9.0838,3.9037,3.1935,5.586,7.7404,6.2082,4.9696,5.8214,9.32,3.1608,3.1108,4.987,7.7137
199810,2.8973,4.0322,2.2665,1.9534,0.5172,7.7217,6.9696,3.9617,3.429,2.7884,4.5655,7.1471,6.1767,6.4247,5.3396,11.5416,9.823,7.3811,4.8571,3.8518,9.2247,10.2821,8.9405,7.496,4.2101
199811,14.8481,10.0092,8.168,5.387,8.9926,9.3961,7.3437,4.0593,3.6508,5.6275,8.5081,5.4751,3.7297,2.4761,2.9425,7.6989,2.1971,5.4099,3.6073,3.0573,7.5088,5.0276,4.7402,4.7016,6.0215
199812,-0.2081,0.1466,0.6428,1.2774,1.5667,6.3697,4.2157,2.6928,3.9803,3.4812,9.9517,6.4243,3.4071,4.0877,3.6156,9.2459,4.2689,2.5823,2.4171,2.4618,8.4377,2.4104,2.1427,1.7285,2.1752
199901,15.5885,10.7761,9.495,7.29,11.0427,5.5948,0.5574,-0.996,-2.0018,0.4237,2.5799,0.4444,-2.2169,-1.0212,-2.8012,0.9029,-3.5636,-2.9981,-3.9364,-2.2399,3.7442,0.1967,-0.9471,0.1826,-1.3874
199902,-5.3606,-7.0999,-4.2154,-3.3216,-3.3317,-9.9265,-9.4285,-6.9273,-7.4778,-9.0428,-8.6308,-9.1416,-5.6826,-8.0841,-7.3169,-4.5939,-4.1502,-2.8513,-3.8447,-2.9673,-2.9533,-1.6774,0.4049,-2.8951,-0.9771
199903,-3.4506,-5.4492,-2.3084,-3.9871,-3.008,-1.8249,0.5249,0.8508,0.8487,-4.0963,2.9905,1.0437,2.9782,-0.3516,-1.0819,2.2814,3.1141,1.042,0.8745,0.5015,3.4719,2.587,5.7423,3.0792,1.6354
199904,6.5978,6.2867,10.5013,9.3619,9.0052,8.1177,11.2285,9.6611,10.3201,9.2644,7.3758,11.5922,8.7408,11.4536,10.1634,7.5804,11.3778,10.7262,13.1851,8.6453,3.7932,9.2951,8.6982,7.5358,3.4829
199905,3.1558,4.2458,5.0038,4.3506,5.4171,3.9514,3.0616,2.7885,4.7371,3.6308,5.4111,3.8936,1.5258,2.0579,3.4268,4.3777,0.6661,2.7588,2.4379,0.8756,-2.2313,-1.0576,0.0192,2.3025,6.1889
199906,3.8956,4.0021,4.4984,2.2225,4.024,4.3116,5.8721,5.6813,4.0207,6.4363,4.938,3.8896,3.2496,1.7896,4.4919,7.6617,5.0426,2.2791,2.0326,4.7387,4.9577,2.934,1.7858,-0.7992,-2.0064
199907,1.3993,3.2672,2.9342,1.9534,3.5132,-1.5683,-1.6324,-1.8726,-0.9191,-4.0045,-2.4867,-2.2392,-2.4772,-1.7964,-1.2522,-2.2029,-2.0627,-0.767,-0.9042,-1.1028,-3.2914,-3.6726,-4.7324,-2.3724,-9.3295
199908,-5.2346,-3.0696,-2.6552,-1.4255,-3.8626,-3.8438,-4.2609,-5.2418,-3.0503,-4.6468,-1.7991,-5.5841,-4.4983,-4.1849,-1.5392,-2.554,-5.6313,-3.4893,-2.3911,-6.0208,-1.6079,-3.9541,-2.378,-3.4291,-1.7949
199909,0.3103,-1.6074,-1.783,-2.0528,-4.084,-0.1478,1.486,-1.2062,-2.6317,-2.0647,2.5367,0.7607,-1.7546,-3.2664,-2.1459,1.3655,-2.9973,-3.357,-4.7137,-1.9669,-2.8048,-3.8454,-6.9743,-7.8301,-6.1882
199910,-1.4244,-1.9811,-2.3272,-1.1219,-1.8055,2.628,-0.5731,-0.5178,-1.7534,-6.541,2.6706,0.3064,-1.1584,-1.7964,-1.7147,6.6329,0.8507,2.2122,4.5437,1.9605,6.6479,5.6178,6.3211,1.6165,5.9052
199911,26.9009,11.7681,10.1112,9.07,9.1422,12.0637,8.209,3.943,3.7673,2.0814,12.7101,6.5177,-0.5765,0.1601,0.5778,10.6044,-0.8556,-1.229,0.2707,1.0903,5.0545,0.7519,-3.8765,-5.0128,-0.4939
199912,19.4133,14.7356,6.5649,8.9672,4.9213,12.7186,8.5841,2.4731,2.7459,6.7409,12.8726,7.3943,1.2008,3.5969,2.4376,14.4925,2.793,0.1609,6.2697,2.6661,7.0746,2.8514,-0.6033,0.7838,-1.6595
200001,18.0232,14.3181,7.141,7.5496,12.0992,1.597,-3.2407,-3.9091,-0.8402,-2.1329,-5.7668,-6.05,-2.9958,-5.9053,-5.8874,-3.6358,-4.3526,-3.9853,-5.956,-6.854,-4.0888,-5.2712,-5.6491,-5.7583,-9.1783
200002,30.2707,24.5706,12.2151,14.4291,16.3452,20.6553,12.6205,1.0829,3.7626,4.8769,13.861,5.0815,0.8012,-0.0653,-2.8544,14.7099,-4.5597,-4.8856,-1.9931,-4.9173,1.1158,-6.7114,-11.1426,-10.2314,-10.0814
200003,-4.5857,-4.848,-1.7863,-0.6255,-0.678,-7.5626,1.7484,1.9023,2.7486,2.5049,-2.9055,4.9383,9.3657,5.7092,14.8951,8.0547,17.4555,16.6576,13.9871,14.7039,8.9738,11.4373,11.9942,11.9197,21.5414
200004,-23.0662,-14.9581,-7.9809,-8.2054,-8.4029,-12.9385,-5.9685,-3.3779,-1.8338,-2.0016,-6.5561,-0.5623,0.4816,5.0281,0.015,-5.7583,-2.1829,1.4222,0.6981,1.5001,-3.6532,-0.041,3.4757,5.6964,-0.3073
200005,-14.2678,-9.2152,-6.4639,-5.4539,-6.1484,-9.3749,-5.3612,-3.8435,-3.7858,-3.5481,-3.984,-1.8812,-0.9029,0.0366,5.1248,-3.4754,1.6611,0.6584,-1.8813,1.0909,-1.0595,1.246,3.6794,5.2066,6.7359
200006,14.7771,14.489,10.3115,7.8557,6.7385,10.9625,9.0093,2.3896,2.4936,2.0149,10.3978,2.1731,1.5982,-2.2219,0.2193,6.5247,-0.0555,-4.2356,-4.5624,-5.1894,3.6161,-7.4714,-5.8671,-8.2365,-4.6301
200007,-8.6128,-3.6027,-0.4533,0.8614,0.2322,-7.0622,-1.4706,1.5217,1.6752,0.5071,-10.2418,-0.3693,3.2976,2.1244,6.958,-7.7011,-1.4334,3.2826,1.6079,2.2501,-4.3217,2.2478,4.4251,7.9204,3.3171
200008,7.3466,5.6715,3.9786,3.9012,4.5904,8.9728,4.2321,3.6524,6.8146,7.4269,9.2922,10.451,6.0454,6.6358,7.9976,14.2127,5.63,5.2397,6.7185,6.7812,11.2072,6.7151,12.2169,6.3589,4.5386
200009,-11.3122,-3.2628,-2.7227,-1.5812,-2.256,-6.4689,-5.0591,-0.3317,-1.5552,-2.7552,-12.5227,-3.149,-1.7581,2.2621,0.4392,-9.8767,-1.0287,-1.3143,0.8542,0.3348,-4.1298,-0.5278,3.7167,6.725,-1.586
200010,-12.9977,-9.1522,-4.4604,-5.6572,-6.6658,-10.8174,-2.4643,-1.6281,-0.2761,-1.4888,-11.9303,-2.194,0.3774,-1.7008,3.1833,-6.731,1.4774,0.9244,-2.2489,2.3159,-4.0196,2.8701,-1.1006,3.3175,1.882
200011,-25.3095,-15.4927,-8.6707,-7.6221,-7.6449,-21.2008,-9.0318,-4.0694,-4.8704,-5.5137,-23.6384,-6.311,-6.3831,-1.6834,-0.1937,-20.6066,-1.6185,0.2805,-0.521,-1.8769,-16.601,-3.2723,-5.2512,0.5777,-1.731
200012,-15.6001,-10.1352,-3.6055,-2.6191,-2.6557,-4.557,4.4109,9.9466,8.9644,12.2251,-1.7285,13.7943,11.0427,13.3421,10.3734,2.5011,8.9064,12.0452,15.679,9.9315,0.9322,9.9077,7.421,9.5675,3.0689
200101,57.0395,38.4186,26.0038,21.4666,22.4868,37.9192,18.7732,11.0407,10.6871,9.8608,35.1681,7.2816,4.5484,1.8107,9.399,18.3535,4.134,2.3631,-0.8214,11.7166,11.4168,2.6965,3.378,-4.9562,4.665
200102,-13.2061,-10.6744,-4.1826,-1.5258,-0.8274,-18.203,-5.6262,-1.6184,-3.127,1.3132,-22.3904,-5.7994,-2.4271,1.524,-0.9941,-18.269,-3.6088,-0.6553,0.4073,2.3213,-16.6336,-1.8194,-0.4822,3.791,5.1789
200103,-14.4546,-5.3688,-4.3735,-1.6991,-3.5081,-11.945,-4.3681,-2.8124,-2.4939,-1.2814,-15.5894,-4.8983,-4.1554,-2.6606,-0.7646,-15.5633,-3.7451,-2.9063,-2.9479,-1.4402,-13.2225,-2.657,-1.9026,-2.1215,-3.3942
200104,12.2518,5.9544,4.2909,3.2033,2.4835,10.3349,7.1246,8.3329,2.7319,7.7237,14.0139,9.9463,8.1319,5.8639,4.8194,18.4233,7.9821,7.6014,9.1991,5.649,16.0764,6.3729,3.7912,1.0822,8.4115
200105,11.3655,9.5835,8.2559,9.5721,9.369,3.9345,5.0916,2.8422,3.9747,6.897,5.8078,-0.6621,3.8307,1.6131,2.2907,4.0672,3.9589,2.467,0.4591,3.4656,-0.3292,1.5072,5.4579,5.3132,6.5654
200106,-1.0041,0.2383,3.3253,1.9293,1.1616,2.5852,7.7568,6.2825,6.965,4.9785,4.6098,-1.0866,2.593,2.0925,1.2747,2.9703,-1.6811,-1.3411,-4.1122,4.335,-2.4104,-2.9923,-2.1313,-2.62,-0.6658
200107,-7.1798,-5.8346,-4.0582,-0.5614,-0.2742,-10.8056,-8.7875,-5.5633,-3.2495,-4.1099,-9.362,-5.0688,-2.6877,0.2668,-0.8101,-5.4458,-0.6785,0.7479,2.3975,0.0564,-3.1573,-0.4844,-2.2081,-4.5029,0.805
200108,-7.9854,-4.8759,-3.975,-2.1606,-1.8631,-10.947,-5.5185,-2.7492,-2.0264,-1.0261,-7.922,-3.5442,-3.3516,-2.2795,-0.4536,-8.3363,-4.2296,-3.805,-1.0704,-9.2303,-7.2323,-4.3042,-2.8299,-4.5531,-10.7581
200109,-16.9147,-16.3983,-10.9937,-9.466,-11.6134,-19.9583,-16.6284,-12.9967,-15.071,-16.3539,-17.6134,-14.0771,-14.4271,-13.5265,-18.5509,-17.4061,-14.534,-10.4874,-14.3271,-18.4226,-12.8509,-12.4709,-8.8215,-8.4735,-8.4467
200110,14.1606,10.1404,8.6596,6.4469,5.3258,16.9978,10.3199,7.6155,4.4838,4.5638,17.6649,8.9874,6.6479,7.5184,13.2719,15.1444,5.011,2.9474,3.8878,2.2836,7.5887,2.4652,-0.2309,-0.0045,-6.9002
200111,6.2937,9.8551,6.5618,6.2702,6.3163,12.9847,10.2997,7.7831,10.4261,14.667,13.7298,7.3062,7.8678,10.2492,12.3704,12.1118,10.1131,7.1239,11.1471,10.9939,10.3049,9.028,5.6539,9.7187,9.131
200112,12.2723,6.4952,6.7801,5.446,5.5659,8.6128,7.2833,6.5886,8.3251,11.5586,6.0352,6.2476,8.4641,5.4098,5.9594,4.3891,4.3374,5.4239,7.0036,0.6784,1.2394,3.7749,3.6392,2.2802,-0.0795
200201,-2.3475,-0.1293,3.9092,5.4102,7.3148,-7.3616,-2.7376,-2.0615,1.1776,2.1303,-5.2712,-1.6426,-1.876,2.625,1.7956,-5.0719,-2.0313,1.7687,3.5234,-7.1616,-0.8353,-1.91,-0.8003,2.0066,-10.1196
200202,-10.5797,-5.9972,-5.3076,-2.4158,-2.3949,-11.493,-6.4041,-2.0293,-0.1221,-0.7813,-8.7793,-2.0069,-1.2278,-0.7987,1.3057,-5.5015,0.5545,1.8456,-2.6152,-3.9675,-5.5547,0.7326,-1.6425,-1.8961,-9.5588
200203,4.3959,8.8378,9.62,7.4147,8.3302,9.8431,10.4025,8.2135,9.5175,11.2234,9.12,7.8257,7.1677,8.6422,9.1049,8.2184,8.4344,7.3922,5.2252,9.5139,7.4662,7.3576,5.5035,6.3518,6.3772
200204,-9.7334,-2.8723,-0.4831,3.8947,4.1441,-6.0413,-0.747,2.0119,3.5687,2.1631,-8.3526,-0.0807,-0.3331,-0.4485,0.4156,-5.4709,-0.7528,-1.3668,-2.1995,-4.4964,-6.8246,-3.4281,-2.5041,-2.3742,-19.7528
200205,-9.1836,-5.6259,-1.3197,0.5928,1.6874,-9.8603,-4.7708,-5.7627,-4.4375,-7.1656,-7.6146,-4.1921,-5.0082,-4.5556,-3.6251,-5.1846,-0.8759,-0.8277,-1.3765,-1.2282,-1.975,-0.2142,-3.0611,-0.7839,-6.5847
200206,-12.3837,-11.639,-7.3091,-3.1924,-5.1238,-11.0191,-7.7845,-3.8965,-3.2827,-4.985,-9.3725,-8.7514,-7.0984,-6.1475,-6.8601,-12.681,-7.8289,-7.6571,-6.3919,-9.3932,-10.8382,-6.9847,-7.1554,-9.6518,-19.2794
200207,-15.6208,-14.4834,-12.5958,-9.5911,-10.1596,-15.9768,-16.6894,-14.3681,-15.4816,-18.6974,-9.2872,-9.5701,-12.8758,-12.2735,-17.762,-10.2831,-9.287,-10.0086,-12.1786,-17.4253,-7.2665,-10.5654,-7.7161,-11.9912,-11.8157
200208,-0.9655,0.7236,0.0926,0.3639,-0.0663,0.3166,-0.5274,-0.3007,1.5503,-0.3985,0.0993,-0.7339,2.6803,0.7338,6.3651,-0.2498,-0.5983,0.7327,1.5417,5.8182,-0.5635,-0.1615,0.3392,5.1937,7.808
200209,-11.7579,-9.8665,-9.8183,-6.7667,-7.7253,-8.9034,-8.0699,-6.511,-8.5256,-8.7644,-8.3979,-8.7736,-10.2813,-6.8896,-9.2837,-9.7478,-9.3675,-12.4583,-11.82,-20.4885,-9.1666,-11.6374,-9.8595,-10.2464,-7.5854
200210,9.261,5.2417,4.6945,2.5975,3.1061,10.8568,3.5198,6.1657,1.982,-1.5199,9.4188,2.948,7.2469,3.4483,1.2728,8.6596,6.5062,2.9648,3.1861,1.3794,9.2091,4.1104,4.3571,5.1284,8.8374
200211,18.2038,16.626,16.8096,11.7092,11.8471,20.157,14.5601,9.0927,7.6622,7.9405,10.4417,10.8861,7.8364,5.1261,15.2326,11.7049,9.6847,12.4374,9.7231,16.279,6.4202,7.0581,5.4122,6.8583,0.8691
200212,-10.7635,-6.859,-5.8725,-2.9118,-3.2317,-9.3583,-7.6791,-4.3732,-3.0062,-3.9148,-7.0089,-5.1638,-3.468,-3.395,-7.1979,-7.2431,-5.891,-3.4721,-3.0348,-4.3871,-5.6301,-5.9297,-3.6927,-0.8491,-1.678
200301,2.3062,3.4328,0.2374,-0.7563,2.9305,-4.6773,-3.6622,-2.9419,-1.9427,-4.5819,-1.5412,-4.2744,-3.9331,-4.3669,-3.1147,-1.6152,-3.869,-0.8996,-2.9906,-4.3679,-1.8717,-3.4643,-0.6738,-3.9562,-2.1608
200302,-5.3294,-2.863,-2.7916,-1.2048,-1.5613,-3.1685,-2.761,-2.2441,-3.3882,-5.6424,-4.7313,-1.7362,-3.3516,-5.1525,-2.0947,-2.9312,-1.8624,-2.2321,-2.2702,-6.7767,-1.2265,-2.5899,-2.4283,-3.3045,-6.9662
200303,2.3175,1.1342,-1.1261,2.1035,0.4521,3.5469,0.8011,1.1133,1.1985,-0.7124,2.6954,0.5891,-0.9063,0.0608,1.4021,1.2494,0.3863,0.5095,1.7371,-4.5907,0.8996,0.8552,0.7441,1.486,-3.3245
200304,14.0546,11.3643,10.5842,7.973,8.1714,11.8978,10.8424,10.3235,10.4175,10.8023,9.7452,9.1755,11.7967,12.7862,11.5087,11.0463,8.9102,10.0805,10.3832,18.1033,8.0648,9.4137,7.1522,6.1006,9.5293
200305,26.6076,18.2213,15.0458,13.5167,13.1441,14.1124,12.7094,11.719,10.674,12.4698,9.4858,10.4138,10.4105,9.2279,10.2433,10.5639,12.059,9.0406,10.0858,8.4798,7.6397,7.6959,9.1597,8.305,7.2413
200306,10.3836,5.2396,6.3469,5.2402,7.0115,2.3118,1.0043,2.2997,2.188,4.1484,3.0448,2.1264,0.6508,1.8949,1.6075,1.4344,0.582,0.4384,-2.5163,9.4869,0.284,1.0611,0.5857,-0.6214,2.5645
200307,8.3201,9.0027,9.264,8.186,9.1289,7.9065,5.3767,6.6105,6.7445,8.228,7.2659,5.1566,1.7905,4.4098,2.9638,4.161,3.467,2.4922,4.8434,3.7812,1.9688,3.7582,0.7735,-0.2919,2.8294
200308,4.393,5.4023,4.2481,3.818,6.881,3.9994,3.0517,5.1207,4.7834,5.7586,4.496,4.1534,4.9589,7.3452,7.3264,5.3353,3.5326,4.0922,4.1576,8.8697,3.8486,2.3827,3.3875,2.3313,1.001
200309,7.4805,1.4782,1.4418,3.3643,7.3655,-2.5382,-1.9621,-2.2043,-3.5319,-1.0427,-2.3035,-3.0558,-2.412,-0.5891,0.12,-1.499,-2.4221,-0.3273,-0.696,-0.2437,-2.6302,-1.7173,-1.1117,0.0778,-1.7602
200310,5.9686,7.6609,7.5525,8.625,11.1707,8.8107,7.9775,7.0078,10.1082,10.0882,9.2931,6.497,5.7509,10.0121,10.832,7.8315,8.3232,7.1678,9.3629,8.8035,6.1841,8.0996,6.2494,7.1011,4.1064
200311,2.3357,2.9808,4.0734,4.2188,5.995,2.9915,3.7021,2.6174,3.9596,3.0861,3.5937,3.3424,2.24,4.063,2.9266,1.3967,2.9461,3.2304,3.2006,4.3012,2.1254,1.0354,2.239,0.3727,2.859
200312,1.8656,2.9884,3.1579,2.3433,5.8076,3.1133,2.2166,3.2623,2.7382,3.0923,-0.0449,2.9375,4.8009,1.8984,7.5393,0.7418,3.741,2.6951,5.2281,2.6345,4.0658,4.3488,4.2251,4.8738,4.879
200401,10.7565,7.4728,6.9241,7.1294,10.8747,3.5625,3.1177,3.6672,3.8493,7.9362,2.6186,2.2181,1.4054,4.6298,5.8409,1.769,0.9847,4.4623,2.8146,6.3513,1.4838,-0.4876,3.014,2.2061,6.1554
200402,-0.1036,-0.4206,0.3529,1.0289,1.3945,0.8452,1.9757,0.6324,0.3632,-0.2051,0.1309,2.6462,2.5923,2.5921,0.8195,3.0087,1.4532,2.9797,3.1771,0.683,1.825,1.6349,1.5673,2.9069,4.6905
200403,-1.7151,0.156,-0.447,0.543,0.9389,1.5106,0.8373,-0.0103,0.8291,2.6626,1.2448,1.3488,0.0337,0.6335,0.3164,0.344,-0.5742,0.4051,-1.4191,-1.4739,-1.2531,-0.9642,-1.4079,-0.4303,-0.1105
200404,-3.4585,-4.4602,-2.7153,-2.9037,-2.7421,-3.5607,-4.5727,-2.4461,-4.11,-7.1529,-1.5972,-2.4236,-2.4237,-4.8614,-6.8083,-2.2334,-3.6937,-3.835,-2.5125,-4.334,0.4632,-2.4715,-4.2515,-2.1866,-3.2238
200405,-3.2056,-1.27,-0.6312,-0.435,-0.4278,1.0012,1.1061,0.7145,1.551,1.4749,1.0196,2.4414,1.4061,1.7315,0.7187,1.182,1.8456,1.6327,0.5678,3.9391,1.3558,2.2732,1.7713,0.5123,2.0674
200406,-0.3567,2.8479,2.6672,1.8465,2.3812,3.827,4.9456,5.1732,5.1739,7.1264,2.7451,4.4147,2.4299,1.6356,3.1285,0.8878,2.783,1.7939,2.8714,3.8552,1.664,1.8513,1.5656,3.3988,2.6871
200407,-12.2361,-7.3608,-5.3918,-5.0927,-3.8328,-9.6231,-9.2964,-4.8711,-5.2684,-4.4263,-8.6978,-6.0691,-3.7629,-3.4232,-4.5562,-6.6057,-4.6641,-3.9275,-5.7022,-4.1158,-5.8424,-2.878,-1.1033,-3.2409,-0.8258
200408,-2.6768,-1.6661,-0.8761,-0.8561,-1.9567,-4.3051,-1.5553,-0.2567,0.6319,0.0832,-2.9762,-1.2382,0.0689,1.0242,-2.154,-1.4697,-1.791,0.4524,-0.2958,0.5586,-0.9929,0.2054,1.9829,0.6355,0.0284
200409,4.083,3.5552,5.355,4.0497,2.9292,8.3691,5.7847,5.5069,4.0969,3.548,4.5315,3.9842,3.8735,3.1463,3.8524,2.745,2.7816,5.248,3.0105,2.3731,2.6374,2.7746,3.2223,2.7349,3.5218
200410,1.5685,2.4509,2.1516,2.0179,0.8463,4.0105,4.1932,0.9173,0.7078,2.5401,1.9247,4.5759,2.4882,-0.3289,2.0262,3.8558,3.0211,2.0104,1.5149,-0.6394,1.7717,1.9958,2.477,1.857,2.4404
200411,10.8919,10.5079,8.039,7.6466,9.6436,7.8961,9.7584,9.9751,9.5623,9.7586,7.7999,6.3679,7.9133,6.168,10.1925,5.6661,7.5689,7.2774,6.8404,6.9254,3.6228,5.1745,5.8542,5.0803,6.9081
200412,9.7587,7.1802,5.7364,5.1248,7.2122,4.302,4.2328,2.5704,2.1911,3.2939,5.8884,3.0293,2.0528,1.8512,3.4016,4.5897,4.1039,4.6308,3.7806,3.8817,4.1384,2.5243,2.5535,4.4071,2.3346
200501,-5.7855,-3.8616,-3.6224,-2.3833,-1.7634,-6.2658,-4.5448,-2.9949,-3.7936,-2.7272,-4.3392,-4.3159,-4.0078,-1.1141,-3.2149,-2.89,-3.1508,-3.0345,-2.1331,-2.843,-2.9793,-2.98,-1.2484,-1.9286,0.3426
200502,-0.4876,0.1178,0.3421,0.4379,1.3161,1.501,1.4432,2.5074,3.2699,1.8047,0.4645,2.2611,2.4475,1.732,3.6828,1.8577,2.5845,3.0466,3.2871,2.1193,1.6667,1.8876,2.8312,1.8038,4.9704
200503,-7.1718,-2.6895,-2.3677,-2.2634,-1.7583,-5.022,-3.1325,-2.6291,-0.7284,0.1301,-1.9676,-2.4958,-2.7575,-2.3812,-0.8436,-2.0715,-0.7271,0.6612,-1.8474,-1.0579,-1.8896,-0.8939,-0.8911,-0.2854,-0.1242
200504,-7.4946,-6.2517,-5.7558,-5.6879,-5.9302,-7.7632,-6.547,-6.4959,-6.1947,-4.7883,-4.9601,-5.2695,-5.4274,-5.7396,-6.1967,-3.954,-4.6555,-4.4827,-3.3868,-2.1147,-2.6659,-1.4912,-3.2605,-0.8373,-2.8242
200505,6.268,6.0861,4.2872,2.7373,2.725,9.4534,7.7626,7.2835,5.2395,6.3103,7.034,6.0718,5.775,4.2289,10.4771,6.3105,5.9145,4.6598,7.0447,5.7166,4.3952,2.6659,2.3672,3.404,3.8303
200506,2.1667,4.3433,3.4868,3.2314,4.1137,2.4977,3.4489,3.908,4.3225,4.7121,2.1401,2.9078,2.6018,4.0834,3.2978,0.2958,1.8104,3.4763,3.4257,2.5086,-0.4868,1.1209,3.0741,2.3073,3.8196
200507,7.7727,8.6091,6.8829,6.5955,6.2539,7.6069,7.1557,7.6898,5.3879,5.7872,4.8611,6.4007,5.8858,5.7213,2.8589,6.3027,5.5945,4.8161,6.4808,4.4706,4.1762,5.8902,2.8424,4.4564,4.0709
200508,-3.222,-0.4402,-1.2255,-0.7859,0.3456,-2.1746,-1.2881,-1.3408,-2.5044,-1.8964,-2.593,-1.3529,-0.5938,-1.6434,-0.7783,-1.8778,-0.4876,-0.2861,-0.4656,-1.7657,-1.8892,-1.3268,-0.5782,-0.0473,-1.5322
200509,0.9388,1.4701,-0.1511,1.0686,0.7128,0.2293,0.7916,0.6741,-1.3745,0.9087,-1.1876,1.2286,0.9936,-1.2265,0.6774,0.3393,-0.3607,0.9201,1.9531,1.8794,-0.0863,0.6592,1.7222,2.2268,2.4979
200510,-4.8954,-3.3972,-3.393,-2.3842,-2.9384,-3.5547,-1.803,-2.3933,-3.3927,-2.1254,-3.2217,-4.0575,-2.1636,-3.5441,-3.6922,-1.2638,-3.1062,-2.9242,-4.0693,-3.4076,-0.7742,-1.7403,-2.5912,-3.4677,-2.4784
200511,3.0703,2.7086,3.5027,3.2432,2.8552,5.2801,4.2251,4.2768,4.3986,3.9203,7.3318,6.0639,3.9371,4.0038,0.2737,4.7463,4.5183,3.3727,4.2117,3.5392,3.7945,4.0495,3.0768,3.2213,2.6727
200512,1.1303,0.6199,0.1795,0.5752,1.6975,0.0175,-0.3582,0.0435,-0.561,-0.9138,0.7415,0.6206,-0.092,0.0705,-1.001,0.236,1.2401,1.0789,1.434,0.8196,-0.1073,0.3366,1.3885,1.1486,-0.4234
200601,11.1886,10.1089,7.7516,8.1668,7.0955,7.6075,8.6056,9.1076,9.3048,7.7159,6.2778,7.245,8.1492,6.2863,4.9156,4.288,3.9544,3.9697,3.8847,4.3721,2.4857,3.7108,2.5547,5.0255,4.1526
200602,0.8013,1.6273,0.6214,0.1882,0.978,-0.1307,0.1644,-0.8236,-0.7245,-0.1853,0.4281,-0.8145,-0.3297,-2.329,-1.7293,0.4749,0.0228,-0.2051,-1.7901,1.9109,0.0624,0.1479,0.3035,0.0982,-1.3351
200603,4.4435,4.757,4.1882,4.459,5.6912,2.5693,4.8813,6.1909,3.366,4.4428,4.4803,4.0982,3.2648,1.715,1.537,2.8003,2.5682,1.924,2.3477,2.1617,0.8742,2.3352,0.8671,0.6299,0.9244
200604,-1.2273,0.1452,0.7797,0.6962,1.7895,-1.362,1.727,1.4727,0.041,0.3338,-1.0858,-0.9854,1.7866,1.2343,0.9573,0.6643,0.433,-0.0742,1.4868,3.3731,0.5714,1.9063,0.0678,2.2383,4.133
200605,-9.0778,-6.1876,-4.3249,-3.9014,-3.3555,-6.5197,-5.9237,-3.6804,-3.3921,-3.53,-5.4709,-5.1437,-3.8153,-3.5749,-1.9567,-5.5718,-2.746,-1.6499,-4.5416,-3.5557,-3.2742,-3.4118,-3.5945,-1.1546,-1.6616
200606,-1.7704,-1.8335,-1.239,-0.8017,0.0168,-0.0546,0.604,-1.0764,-0.305,-0.602,-1.4861,-1.0694,-0.8337,-0.5641,0.1905,-1.6599,-1.8695,-0.2585,0.2802,-0.7264,0.411,-0.9033,1.517,0.3252,1.7532
200607,-5.2884,-4.9596,-3.1745,-2.4533,-2.4707,-5.3781,-4.9506,-2.6986,-1.8156,-3.6821,-6.5146,-3.2947,-3.7797,-1.8793,-1.0342,-5.128,-3.0676,-2.5009,-3.3734,-1.4404,-2.0748,-1.4106,1.5355,0.64,1.0747
200608,3.1074,1.8826,2.5072,1.0657,1.5272,3.929,2.6398,3.5701,3.3221,1.1593,2.7753,1.7716,1.9071,2.4476,2.4012,0.7402,3.4853,0.4299,2.5482,2.9569,3.3828,2.7357,1.8028,-0.378,0.7317
200609,-1.5645,0.0908,0.6948,0.3889,1.8329,0.7793,1.5529,0.906,2.1057,1.0319,2.2629,0.2961,1.7561,0.5527,1.0289,2.306,2.4259,1.5737,1.3072,0.5841,2.5266,2.9833,0.7003,2.1205,4.1875
200610,6.5195,6.5738,5.8046,4.3468,3.6308,6.5432,6.1484,4.4401,4.456,4.6943,6.1549,5.0465,3.6959,4.039,4.5696,4.4995,4.15,3.1675,3.6767,1.9484,3.0106,2.2643,3.3674,4.137,4.5918
200611,1.5639,4.3172,1.7239,1.2405,2.702,2.0353,2.8379,2.172,3.2213,3.2589,3.8273,3.9895,4.0688,3.9313,3.4373,3.8517,3.1641,3.1955,2.549,4.1251,1.6157,1.7348,2.5215,2.0449,0.3727
