,SMALL LoBM,ME1 BM2,ME1 BM3,ME1 BM4,SMALL HiBM,ME2 BM1,ME2 BM2,ME2 BM3,ME2 BM4,ME2 BM5,ME3 BM1,ME3 BM2,ME3 BM3,ME3 BM4,ME3 BM5,ME4 BM1,ME4 BM2,ME4 BM3,ME4 BM4,ME4 BM5,BIG LoBM,ME5 BM2,ME5 BM3,ME5 BM4,BIG HiBM
195701,3.1056,3.3278,1.3644,2.9735,3.7817,2.4646,-0.3719,1.8941,0.2824,2.5254,-0.5069,-0.4824,-0.841,0.028,1.65,-1.6191,-1.2403,-0.6592,-1.9726,-2.1428,-3.3936,-2.7675,-1.0666,-4.1637,-0.926
195702,0.6621,-3.2793,-3.5908,-2.8977,-2.1718,-6.0892,-2.0927,-4.0856,-3.6471,-2.2403,-3.264,-3.4149,-3.1264,-2.824,-4.3208,-0.9564,-1.9126,-2.8921,-4.1955,-3.147,-2.0295,-1.9764,-2.4353,-3.2393,-5.0586
195703,-1.6718,-1.6048,2.3559,2.3436,1.0862,2.4872,0.4275,1.4492,1.6807,2.1779,0.9466,2.8099,2.7174,1.1539,1.7577,2.7154,1.2731,2.3161,1.9522,1.54,2.5699,1.6416,2.6163,1.1862,1.9256
195704,-0.9902,0.6438,2.6958,2.5957,3.2122,2.6545,-1.3677,3.4331,0.7042,2.2455,2.1611,1.0271,3.42,1.2562,0.2046,4.1466,1.9484,2.5466,3.5026,-0.1886,3.6125,3.3291,3.2517,4.6328,1.4549
195705,2.5346,-4.2058,-2.0562,0.6636,0.2992,3.5626,4.7528,0.306,0.6318,1.912,3.0845,1.3698,2.1432,1.0813,1.8975,2.271,1.591,0.1424,0.9079,3.25,4.3409,2.0499,3.4262,1.8519,2.3172
195706,-4.9745,5.648,-0.6546,1.4446,1.0718,-1.3603,-1.0531,-1.1207,-1.9788,-1.0375,0.5138,-2.6779,-2.5943,-1.01,-1.0345,-1.5048,-2.4261,-1.7778,-2.788,0.0363,-1.1254,-2.1144,-2.0537,-1.966,0.4038
195707,11.0861,-2.2375,0.0095,0.3156,0.0995,-1.575,0.1967,0.5544,0.81,0.6956,0.6855,-0.7244,-0.0917,1.1009,0.6456,0.0493,-0.2533,-0.1913,1.1257,0.6795,0.3315,0.5023,-0.163,0.4766,0.5241
195708,-6.8626,-5.622,-3.8428,-5.7735,-3.9503,-4.5594,-3.9779,-4.6527,-5.5422,-6.4635,-6.9564,-4.7121,-5.5637,-5.8578,-6.226,-7.7007,-5.8145,-4.9591,-6.2009,-6.0035,-6.3254,-4.1014,-3.8173,-5.5979,-7.3421
195709,-14.2104,-2.3926,-4.5411,-4.1677,-5.8948,-7.2623,-5.597,-4.13,-4.678,-7.3012,-6.6169,-8.1057,-4.9573,-6.095,-4.8869,-5.5205,-5.885,-3.7033,-7.4782,-8.3119,-6.5587,-3.9771,-4.5635,-5.781,-8.6236
195710,-9.2115,-12.3568,-6.3294,-7.3544,-10.1132,-6.7263,-7.3371,-5.3307,-6.8899,-10.1936,-8.6743,-5.8871,-5.8325,-6.4689,-8.2505,-6.4372,-2.9604,-3.9322,-7.2994,-11.0353,-4.6074,-3.2254,-4.4701,-6.314,-8.0632
195711,5.8513,-5.0394,0.0105,0.5281,0.4357,0.7499,1.9785,0.5605,-2.2352,-0.352,2.9005,2.9681,1.4774,1.4774,2.4574,3.308,2.8063,1.357,1.4216,-0.4806,5.4041,2.8428,1.3902,1.8002,-4.6509
195712,-10.9138,-6.288,-5.6155,-6.344,-6.0991,-6.8327,-4.7918,-2.4231,-8.3472,-8.5443,-6.3361,-3.5264,-6.3432,-7.7466,-5.9504,-4.1051,-3.9626,-2.1313,-7.9295,-6.7856,-4.0946,-2.3745,-3.9509,-7.5023,-6.5079
195801,24.2033,18.3907,10.9325,12.3948,16.5505,13.0197,12.6304,9.5561,11.9931,14.152,9.2038,9.1943,11.0753,12.7315,11.9893,7.8927,8.6322,8.2906,13.0158,13.397,3.7576,5.1308,6.5725,7.6367,11.4013
195802,-9.8865,-1.3794,-1.8019,0.1156,-2.0365,0.9212,-1.0534,-1.3229,-1.3077,-0.6513,-2.1663,-1.1311,-1.8123,-1.0262,-1.8097,-2.2338,-1.25,-0.4529,-2.3946,-3.151,-1.8716,-0.8656,-1.7069,-3.8591,-4.8197
195803,2.7063,5.0509,2.7149,4.3802,2.3685,7.1404,1.7561,2.7506,2.3892,2.9595,3.797,4.5314,2.6148,2.8759,2.8446,6.1021,2.3236,3.0075,1.3294,2.2912,2.9032,2.7885,4.5543,3.0952,1.5651
195804,4.3073,6.8172,2.7746,3.2763,4.9383,3.7292,3.2836,2.1014,2.0356,5.8021,2.6595,0.0951,1.3921,0.6687,5.0233,3.0604,2.1935,1.7557,3.3126,5.8795,2.4389,2.4006,3.113,2.1315,7.0918
195805,6.1765,3.6743,4.0729,3.9475,4.6999,3.7865,3.2862,2.087,3.6651,5.0036,7.2082,4.599,3.4418,4.4918,3.0781,2.6437,2.3139,2.7448,3.1239,1.9414,2.7068,2.7895,2.1142,3.311,1.6505
195806,2.9977,4.9353,0.6662,2.8599,3.5969,-0.222,4.7131,1.8365,2.8908,4.2659,2.592,2.1265,2.5609,1.0747,2.3257,3.3302,1.6858,2.7374,2.2982,4.4609,2.7015,2.5868,3.5234,2.4449,4.1048
195807,1.3263,7.8946,6.565,5.7473,6.1279,1.6414,3.1295,5.0384,4.6566,7.2333,3.1281,5.5978,6.6991,6.5028,10.1335,3.4227,3.9196,5.8316,5.0615,9.3908,4.8833,3.4535,5.4057,5.9884,8.0545
195808,4.6982,-0.591,3.3937,3.1915,4.5556,3.3483,3.0756,1.7081,1.9083,4.7104,3.4023,3.3936,2.9924,3.8913,1.1977,2.4688,1.7153,2.7556,2.1698,3.5189,1.629,0.0159,0.7731,2.2566,2.2201
195809,2.9924,10.5486,4.5658,3.4896,7.6312,1.5941,3.2357,3.9308,6.703,8.3249,4.0506,1.9332,3.3733,5.4394,8.6414,3.8943,3.3218,4.7141,6.0206,11.2384,3.877,3.3763,3.115,4.9732,7.7038
195810,9.5824,4.9656,2.1957,2.2451,2.4443,9.9362,5.0898,2.0887,3.7485,4.7467,0.9469,5.5243,2.1691,3.5316,3.0034,3.49,3.4922,2.4604,2.0062,3.735,2.9708,3.0465,1.8799,2.1023,4.1999
195811,11.3044,14.2235,7.3731,2.8202,3.6833,4.8316,6.9881,4.5271,4.8485,5.0872,5.7615,1.4522,2.2229,3.3175,2.2151,4.1803,3.0444,5.3083,5.0155,4.5069,4.0338,2.7503,1.2547,2.0291,1.7406
195812,4.8864,-1.4134,4.3391,3.9688,2.352,5.3277,5.2871,2.3562,3.5878,3.0283,0.7263,2.7522,2.2125,2.9701,2.6388,3.6072,4.8548,4.4388,2.6845,2.3689,4.6897,4.4915,4.4055,3.9398,4.3936
195901,8.2543,1.6913,12.3624,6.9597,7.6883,4.2534,3.5553,3.6983,6.5121,5.2016,3.5489,1.8353,4.8248,4.9582,4.9904,0.392,2.1919,2.4743,6.3323,2.4011,-0.5679,0.9203,3.3137,2.4162,4.8692
195902,2.0029,4.7842,1.4679,4.82,2.1732,4.1031,1.6131,3.2668,2.0965,2.5141,1.7813,3.762,3.14,5.4329,0.3138,2.6222,2.0146,2.2049,2.328,1.3621,2.5135,0.6072,-1.2562,1.0294,1.3732
195903,2.288,-3.4606,0.342,0.2729,2.243,3.6263,1.2365,1.6079,1.4907,2.6077,0.8006,1.9649,1.3035,-1.4041,-0.5488,1.4263,-0.4859,2.2493,0.2823,-1.6481,0.0942,0.6379,-0.8022,1.4696,-0.9842
195904,-1.619,4.534,-0.7343,1.8129,2.6406,1.4693,5.2351,1.9628,2.0224,1.9708,1.7968,4.0225,2.1918,4.387,1.8638,3.5732,2.2513,3.2288,3.4279,3.9863,4.0824,0.6836,0.6252,3.0646,2.6131
195905,-0.6859,1.0062,2.7445,0.5475,-0.1726,0.2945,-0.6775,0.1364,-2.7705,0.7863,-0.6324,-0.0998,-0.8393,1.746,3.5354,-0.7264,1.3138,1.3303,1.588,1.0478,0.9205,-0.3846,0.5227,0.9406,4.2903
195906,-2.7049,1.0268,-1.3618,-0.6506,0.4102,-0.5247,1.1138,0.2727,-0.1885,-0.265,2.0939,0.2749,0.2706,-0.48,2.8608,0.2838,0.1978,1.4038,-0.4276,2.0223,0.161,-0.1355,0.1282,0.9116,2.0216
195907,3.702,-1.0272,4.132,1.1872,3.7641,4.8353,1.7999,3.3075,2.9406,4.7259,2.0535,2.0188,3.7395,3.2852,3.5291,2.8127,2.1478,1.2215,2.8371,2.7098,3.1425,2.2985,4.0566,3.414,-0.0235
195908,1.0463,5.5168,-1.6981,-0.607,-2.2279,-3.3646,-1.7815,-0.7814,-2.7611,-1.1153,-2.522,0.4279,-0.8777,-1.4235,-3.9037,-2.5459,-1.1738,-3.0822,-2.4627,-2.5547,-2.3877,-1.9967,-0.9921,-4.1028,0.6201
195909,-10.0142,-4.8266,-5.7637,-0.9821,-5.8247,-5.2673,-5.6389,-3.0179,-5.4165,-4.6794,-4.9533,-3.0722,-5.748,-5.6908,-2.7305,-6.173,-5.1012,-5.5317,-4.2757,-4.4793,-5.3523,-4.7653,-5.2673,-5.9277,-5.6431
195910,1.8269,7.077,0.1997,0.2204,0.4365,3.5334,2.5753,2.5531,1.9065,1.6868,5.0375,4.3171,1.6397,2.6942,-1.9558,2.6381,2.9044,2.7097,2.7619,-1.1194,2.1419,2.1741,2.3084,-0.4622,-1.3475
195911,-1.9842,-1.1695,-1.0139,1.6369,-0.4312,6.1301,-1.4917,1.0337,2.3314,1.6371,3.1048,0.6359,0.7781,1.8339,-1.6015,2.9537,1.7552,2.2999,-1.3416,1.0598,3.1431,-0.0202,0.6396,-2.1951,-1.2822
195912,5.96,5.0529,0.595,1.8345,2.4062,0.7561,4.3914,1.434,3.5845,0.5664,3.0556,1.1183,1.6231,1.8338,0.5917,1.3437,0.9313,-0.2995,2.5173,1.2809,2.078,1.4746,1.4344,3.0948,5.0206
196001,-6.6908,-3.9909,-0.6671,-0.8162,0.0243,-3.4035,-6.0068,-2.2738,-3.2606,-3.4654,-6.6697,-3.5116,-5.8373,-3.9055,-4.1964,-5.6517,-4.2438,-6.4756,-7.3646,-2.8742,-7.0249,-5.045,-5.3773,-5.6881,-6.3628
196002,-1.7522,1.7637,-1.0917,-1.2739,0.2557,0.9132,2.3302,0.7861,2.2279,-0.1663,1.5285,-0.3363,-0.2118,0.4355,-1.6542,1.5107,0.9004,1.4784,0.2892,1.0169,2.5971,-0.1721,0.1052,-4.1443,-4.4543
196003,-2.9571,-5.2639,-4.0639,-1.818,-3.138,-4.0193,-3.704,-3.3131,-2.8965,-5.3105,-1.8172,-0.3643,-3.4854,-4.315,-6.4527,-1.1044,-0.5715,-4.3189,-4.9907,-6.5431,-0.3652,-1.9915,-1.1816,-3.3607,-6.4186
196004,-4.5851,-1.4209,-2.4508,-3.3638,-3.1689,2.0231,-4.6796,-2.1325,-1.6299,-2.7433,-0.8069,-1.9133,-3.177,-2.8741,-5.1728,-0.3187,-1.2208,-2.7564,-1.9913,-3.0972,-0.2316,-1.0166,-1.9555,-2.9883,-4.0418
196005,-5.7664,-1.9808,-2.9254,0.4908,0.2912,2.3143,6.0083,0.6165,2.0586,4.5054,6.8063,0.6213,2.9139,1.2021,-0.5419,3.054,1.4088,0.3728,1.6413,-0.2594,5.5177,3.8641,0.1468,-1.4317,-1.9219
196006,2.2868,-2.2251,4.5938,2.4769,0.5231,3.3888,2.1016,1.2849,2.0223,0.3896,3.7059,0.8934,1.6117,3.1224,0.1557,2.2302,2.1441,1.9281,1.2407,2.5408,1.5905,2.9145,1.9805,2.2581,3.8622
196007,-3.7428,-3.8005,0.2301,-1.6134,-1.3123,-3.2789,-1.5797,-1.8825,-3.0033,-2.2155,-3.2644,-1.2142,-2.2111,-1.2658,-1.5584,-3.7959,-0.9722,-0.7657,-0.5105,-6.1314,-4.5314,-2.6242,-0.029,-0.5843,-0.5925
196008,19.3426,16.5043,2.7949,3.6895,4.238,-0.0827,0.9365,3.5764,4.059,3.5486,4.2258,5.1516,2.9141,3.2863,0.745,1.8516,2.8445,3.239,3.4099,0.4366,2.8718,2.516,2.893,2.68,1.6584
196009,-11.6679,-8.4196,-4.3224,-4.6161,-7.6013,-7.9862,-5.6959,-7.3285,-6.024,-7.6451,-8.2412,-5.8732,-5.1927,-6.7591,-5.7026,-5.9912,-5.0339,-6.0077,-5.4519,-9.4347,-6.9783,-5.6804,-5.1744,-4.6954,-5.1526
196010,-9.983,-3.8872,-3.6445,-1.3561,-3.7033,-7.2737,-3.4143,-2.7751,-4.4859,-2.0161,-4.37,-3.0718,-3.2119,-2.5697,-3.9136,-2.35,-2.1288,-1.7644,0.3359,-4.5832,-0.8792,-0.478,-1.0682,-0.6409,1.3085
196011,-3.6595,-0.8961,-0.3962,1.648,1.5025,6.1737,8.0271,3.3239,4.3595,1.4116,7.5296,5.1435,5.2124,5.5705,3.4409,8.1482,3.9627,4.1565,3.9958,3.7608,5.9959,5.9525,3.1493,3.3615,4.8107
196012,6.6827,3.2666,2.1966,2.3225,0.8348,4.0668,1.8378,3.4107,3.0599,2.7627,2.5291,3.6962,4.2131,2.5682,1.6162,5.8015,4.776,4.6339,3.3082,2.333,4.6634,4.4792,5.4615,3.5211,3.0148
196101,11.9652,8.618,9.4821,8.2164,10.3737,9.9442,5.9846,7.2784,9.9667,9.7825,6.3213,7.2116,8.0767,10.2807,12.4773,6.7018,7.7148,7.4772,9.0915,13.1377,3.8324,5.3751,6.9657,7.7135,8.4596
196102,7.073,7.4541,6.1332,6.7682,5.7723,8.4897,8.02,5.057,8.8847,7.3033,7.3359,6.1878,5.5264,5.521,4.7996,5.7983,5.9494,4.8243,4.8404,3.6164,4.3557,4.2264,3.1838,2.4042,2.6969
196103,15.7555,4.2113,6.242,5.278,6.948,10.3753,8.4066,4.5319,5.0081,5.6482,6.1506,3.9924,3.3539,3.8272,5.918,5.3102,2.5639,4.4101,5.4427,2.8331,1.8286,2.5593,2.0015,0.0881,1.7586
196104,-1.0655,2.8023,2.7289,3.9266,0.7297,1.8685,0.8705,0.717,3.1705,3.6955,-1.0737,0.882,-2.2423,0.6141,0.7404,-0.4447,0.7922,1.6422,-0.5029,-5.716,-0.8637,-0.2729,0.6081,0.5368,2.4056
196105,2.3532,7.0941,2.733,3.5284,5.5969,1.7645,1.8055,6.8135,2.6904,4.5343,4.0529,4.1852,3.9404,7.0741,2.7944,3.6684,3.4225,2.4277,3.6198,6.353,3.9646,3.3183,2.3984,2.4553,1.6068
196106,-5.6141,-6.7536,-5.0415,-5.3945,-5.0544,-7.9972,-3.5189,-4.4767,-5.366,-5.3705,-5.5128,-5.5155,-3.6797,-5.6645,-5.1932,-4.7709,-3.4672,-3.3185,-1.256,-3.5201,-3.1698,-3.0072,-2.4023,-3.7999,-3.3125
196107,2.0783,-0.3435,-2.6026,2.0698,-1.2669,-0.5212,-1.1175,0.4378,0.8711,1.742,-0.4874,1.2099,1.8874,1.2692,1.5341,0.4109,2.2742,2.1048,0.6185,-0.1968,1.0125,3.7213,4.309,0.8442,2.0658
196108,2.4994,1.2502,-0.6987,-1.0698,1.8486,2.3448,0.4181,0.8345,0.1606,0.9141,-0.8956,1.4194,-0.544,1.4948,-0.0203,4.3237,3.4865,3.2742,0.62,2.6172,4.059,3.6287,1.7712,1.6543,2.4804
196109,-6.8246,-6.4301,-2.6809,-2.5074,-4.0822,-5.3128,-5.4228,-3.5221,-3.8184,-2.1029,-4.3353,-0.2159,-3.4607,-3.2661,-5.0169,-2.6432,-2.4195,-3.1077,-3.7924,-3.9327,-1.7749,-1.9551,-2.5192,-3.7617,-2.6573
196110,1.53,6.8368,3.4307,1.3604,1.2094,-1.1922,1.7241,3.2968,0.9649,0.8049,1.5953,3.2509,1.4339,2.6242,-1.4604,2.2523,3.253,4.406,-1.2079,1.358,2.8833,2.0146,2.0346,4.0065,0.6965
196111,4.3709,4.6864,5.5372,5.4733,4.2922,4.2656,7.422,4.8131,5.0874,5.557,8.0744,4.6879,3.536,3.9283,1.8769,4.2663,2.6531,5.4575,3.6279,3.8553,3.8324,3.8898,3.7256,1.7798,2.4012
196112,-2.9163,7.3587,-1.7938,0.5991,-0.2542,-4.5384,0.2222,-0.0916,1.3217,-1.1646,-1.4227,-2.6634,0.7118,1.24,0.8943,-2.9448,-1.9582,0.0475,0.955,-1.5189,-1.9604,-1.3101,0.7632,1.5112,0.7881
196201,6.6196,-3.2682,2.3581,2.5229,4.0133,-3.9021,-0.4302,-0.3183,0.8512,3.6595,-5.0032,-1.6285,-2.1072,-1.6851,2.2633,-5.0637,-2.6166,-2.5317,0.8732,2.7361,-5.044,-2.8674,-2.9733,-0.5553,0.7793
196202,1.001,-1.898,1.7137,1.6189,1.9437,0.8666,0.7231,-0.395,1.9319,1.2056,2.2887,-0.7726,0.4135,1.0597,1.5837,1.0247,1.1482,2.2468,0.9029,0.6194,1.3146,0.9156,0.7222,1.6724,2.5083
196203,-6.5672,1.3561,1.2712,-0.3195,0.079,-1.1322,0.5515,-1.2756,-1.4541,-1.4643,-0.8708,0.2397,-1.0272,-2.1572,-1.2065,-2.1497,-1.3589,-1.1407,-0.7622,-2.6619,-0.4026,-0.0313,-0.1593,-0.6255,-2.2267
196204,-9.4105,-8.1548,-7.3281,-6.9987,-6.8214,-7.9405,-7.4013,-8.4302,-6.9692,-6.2098,-6.9336,-4.9734,-7.8359,-6.5338,-6.6832,-7.3214,-6.7566,-6.8469,-7.7034,-5.7666,-7.4609,-5.5856,-6.2033,-6.1,-6.8971
196205,-12.4747,-11.3574,-11.3378,-9.0743,-11.4915,-12.5075,-11.8411,-9.3101,-9.6955,-11.138,-12.6385,-10.5398,-11.3072,-10.7024,-9.4182,-13.6729,-8.9524,-8.8289,-6.1649,-7.622,-10.7702,-9.1321,-7.0973,-6.8633,-6.6467
196206,-2.3746,-7.0441,-8.2446,-7.8989,-8.152,-13.5202,-10.132,-7.934,-6.7278,-8.3174,-10.3612,-8.408,-10.1672,-6.8614,-7.7753,-11.8435,-9.7801,-6.9967,-9.0756,-7.8819,-10.6427,-7.1982,-7.5684,-6.0809,-6.9411
196207,9.1062,9.8246,8.6757,5.8842,7.6786,6.3264,6.4918,7.4093,5.2428,8.3914,10.0778,3.9393,4.1516,3.3404,6.9368,8.1231,5.4814,4.6449,4.389,3.9509,7.062,5.6837,5.1701,2.0972,2.2352
196208,9.8135,1.7991,4.1535,1.2989,3.1699,7.6993,1.5361,4.1,2.0206,1.9429,3.1835,2.8804,3.5705,1.5627,0.6446,3.2146,3.3127,0.91,3.1209,0.4672,1.2915,2.821,0.7911,0.7909,2.9816
196209,-8.9443,-8.8462,-9.0237,-5.7378,-6.4647,-8.8737,-5.2924,-8.1245,-6.565,-8.04,-9.6343,-6.3423,-5.337,-6.6079,-5.624,-6.038,-4.464,-4.7226,-7.0052,-4.8779,-5.7865,-4.5716,-6.0269,-5.1105,-4.6052
196210,-10.7631,-8.0606,-4.4003,-6.3369,-3.2725,-5.2051,-5.4336,-4.8342,-1.3441,-0.6138,-4.9187,-1.9133,-0.698,-1.9534,-1.9737,-3.836,-0.4572,-0.483,-2.8237,0.4405,-0.1451,-0.8725,0.3641,-0.0812,1.708
196211,12.9002,17.0664,11.2995,14.2684,14.2958,15.1826,16.0797,11.1508,13.8873,15.6185,16.21,11.6657,12.0567,13.2492,13.3108,14.5827,11.3396,11.4737,11.2072,16.4382,12.4366,11.3182,10.2866,11.2177,14.4846
196212,-3.2859,-5.7097,-1.9443,-3.0004,-2.0539,-3.0472,-1.0352,-2.3264,-2.2471,-4.5201,-3.6217,0.7406,-1.5533,-2.509,-2.1219,-0.5899,1.0684,0.9423,-1.8225,1.2262,0.9228,2.003,0.0957,-0.7759,0.6795
196301,14.793,11.3265,10.9663,11.1301,11.198,8.6606,6.0249,7.9833,8.237,11.7729,6.6086,5.5213,5.108,9.6299,9.5991,5.855,4.9849,5.7027,9.6502,6.955,4.5038,4.5494,5.0365,6.8218,6.6474
196302,-3.8358,-4.5735,-2.0834,-1.1298,1.7242,-4.2374,-2.1027,-2.7417,-2.0564,-0.2081,-3.9872,-1.5247,-1.113,-2.9697,0.2671,-3.7481,-2.0011,-1.249,-1.7473,-0.6381,-2.6424,-1.8714,-3.1002,-2.179,-1.9003
196303,4.5588,-0.4249,-1.3162,1.6059,2.0987,-0.7405,0.7339,0.8232,2.5952,0.7436,-0.7844,1.0217,0.7507,3.3449,1.3045,1.1888,1.2607,2.429,3.3752,2.7161,2.4861,2.5453,2.7423,4.8426,4.4538
196304,2.6006,1.772,0.8715,2.6328,3.3885,2.4496,5.1059,0.5383,3.8612,5.6679,3.2581,3.4693,2.8292,3.2917,4.9771,4.377,2.8505,4.5046,5.7308,4.3508,3.3769,4.3479,4.9726,4.1102,7.9223
196305,3.028,0.6003,2.1603,2.9485,7.4143,1.5998,2.1419,1.0268,4.2585,4.9089,1.6471,1.7767,2.0943,4.538,5.2357,1.3471,1.7189,1.42,3.7629,3.4231,1.6977,0.3967,2.9269,1.2513,4.6451
196306,3.6515,-2.9215,-2.1225,-3.3354,-1.7493,0.2405,-1.8271,-2.6882,-1.7813,-2.0113,-1.397,-0.8537,-2.2723,-2.9849,-1.4372,-1.7927,-1.8157,-2.7656,-3.2557,1.0805,-1.4299,-1.2662,-1.7445,-1.8449,-0.4816
196307,0.4721,-0.9783,-0.1447,-0.4281,-0.7348,-1.669,-0.2398,-0.8626,-2.1361,-1.3555,-2.2835,-1.4258,-0.6987,-2.1781,-1.9746,-0.9912,-1.7798,-1.873,-2.0377,-2.1985,0.053,-0.2079,0.0928,-0.0134,-1.2741
196308,2.7378,0.5183,1.6532,1.5175,4.6229,4.9399,4.0213,3.809,3.9637,7.9237,5.2004,4.6618,5.3028,4.4318,4.9274,5.1027,4.2223,5.9115,6.9501,4.8479,6.5646,4.0023,4.8276,7.0563,6.0837
196309,-0.9352,0.971,-1.1444,-0.4917,-0.9439,-4.5752,-2.0392,-0.9875,-0.9579,-2.875,-4.8211,-1.5795,-0.6289,-0.9162,-1.8309,-2.9308,-2.6171,-2.3368,-3.6588,-1.8271,-2.5345,-2.1806,-1.0308,-1.1695,-3.6049
196310,2.6474,-1.3446,0.517,1.2468,1.1796,2.115,4.1011,2.1315,2.2608,3.3529,1.8479,0.3627,2.6079,1.8308,1.063,-0.5101,0.4989,2.6248,4.8677,0.332,3.0787,-0.0744,-0.0593,3.3185,-0.0211
196311,-3.689,-3.459,-2.254,-2.9769,-1.0998,-4.3524,-1.8566,-1.1728,-0.4279,-0.5587,-3.1426,-1.9932,-1.3195,-1.496,-1.3679,-1.033,-1.0924,-1.1531,0.5678,3.2061,-0.7612,-1.2665,-1.0901,-2.3256,3.1899
196312,-3.2659,-2.5408,-1.7322,-2.8068,-2.1835,-1.3045,-0.9018,0.6118,0.1753,0.2402,0.7759,1.1065,1.1602,1.0708,0.1194,-0.4105,0.9616,1.5722,2.8146,5.0558,1.6334,1.9506,1.8452,2.0984,2.8794
196401,8.3497,5.826,5.0208,4.8051,5.3197,-2.9698,0.515,4.0139,1.2947,4.432,0.3709,0.9658,2.0057,3.2938,3.3671,-0.7473,1.2185,1.3942,2.5977,2.5908,2.0399,0.7376,0.3704,2.3522,1.8168
196402,2.0156,2.0711,3.6759,0.8925,4.1458,1.6914,1.4156,1.965,2.2495,5.1952,-0.3702,2.3146,1.5376,3.426,3.4041,2.2339,1.2123,2.4722,5.5352,3.5415,1.391,1.0073,0.2892,3.3545,2.856
196403,0.0921,1.7071,1.5785,3.6808,2.5748,1.6185,2.4634,3.1596,5.1101,6.2984,-0.5169,2.5097,3.6021,5.2287,6.1646,1.3399,2.2691,5.4503,5.9299,1.29,0.2472,1.5807,2.5189,4.1391,0.93
196404,-1.0036,2.0736,0.5069,-0.3706,-0.3103,-1.8453,-3.7022,0.2747,-1.4879,-0.2976,-2.4483,-1.3574,0.5159,-0.7157,-0.9275,-2.9706,0.2664,1.1981,-0.455,-2.1277,-0.3668,1.1565,0.827,-1.3025,-1.0585
196405,-2.0448,-1.5497,-0.0443,0.2067,0.8354,1.5285,0.0377,1.9259,1.2573,2.8449,-0.8126,1.1036,-0.5974,1.3889,1.9884,1.0406,1.9255,0.819,1.8809,3.4006,0.4834,0.466,0.0549,2.6471,2.0426
196406,1.0727,-1.0169,0.8312,-0.1084,0.4949,0.1994,1.2064,1.2139,0.8253,1.4022,0.9783,1.9443,2.2353,2.6478,0.5822,0.86,1.0395,1.1758,2.3668,2.7405,1.58,1.8132,1.0709,1.1744,3.5494
196407,1.5442,4.3112,3.9451,2.6439,5.1358,1.0939,1.8278,3.923,3.3093,2.5817,2.8608,2.6848,2.7193,2.9309,1.0725,0.8112,3.1093,1.5457,1.873,3.3908,2.6997,2.6308,3.0531,1.8207,1.3784
196408,1.3173,-2.0393,-0.1909,-0.7411,-0.8858,-2.0632,-2.305,-1.2878,-0.1868,-2.079,-3.0628,-0.9126,0.4947,-0.4152,-2.3418,-1.3146,-0.1204,0.186,-0.7864,0.1451,-2.3995,-1.5313,-0.0251,-1.4045,-3.2804
196409,5.0335,4.0794,6.7782,3.6264,4.1284,3.4177,2.5534,1.9966,1.7367,4.6157,1.7291,1.8498,2.6191,2.8097,3.5098,2.8007,2.9343,4.1493,4.5192,4.3442,2.8038,2.1039,4.3176,3.6856,6.0191
196410,1.5988,2.022,1.9862,2.136,3.0932,-1.3934,1.45,2.017,1.3009,1.26,2.9419,3.0651,1.4896,1.3086,2.637,0.8068,1.0009,0.9064,2.8722,2.8885,0.2562,1.1082,-0.3797,0.4998,3.7311
196411,-0.6515,-0.9192,0.1005,-0.4408,-0.133,-1.1047,-0.6126,-0.5387,-0.7482,-1.4491,0.9873,0.3077,-0.426,-0.0775,-0.3338,0.3102,1.0678,-0.9318,-2.0715,-4.248,0.7604,0.2734,0.2704,-1.5166,-5.5977
196412,-2.9815,-1.915,-3.0818,-2.8057,-2.5572,1.3327,-0.1028,0.2808,-2.8546,-1.5515,-0.0091,0.3269,-0.8216,-2.3033,-0.8959,1.2137,-0.2765,-1.854,-1.281,-1.4911,0.4813,-0.7935,-1.4677,-1.3299,-1.2412
196501,10.4953,7.1043,8.723,8.8372,9.6376,7.093,5.7369,5.3837,5.8585,6.1002,5.1621,6.2172,5.1545,6.2841,6.5129,6.0929,3.7411,4.9713,5.5502,7.5836,5.5359,3.2212,4.1825,4.118,2.9402
196502,1.4613,1.7297,2.1318,4.1212,3.6232,2.8853,4.0028,2.8667,2.5666,3.5333,4.2458,4.3152,4.2417,2.5661,3.431,1.4655,3.3079,3.3273,2.9157,1.6221,1.455,1.1283,1.1757,1.3168,-0.3937
196503,1.3101,3.1157,0.8082,2.1888,3.7522,1.3257,-1.5559,0.8389,1.0938,0.3155,-0.5126,-0.4931,-0.5533,1.1777,0.5618,-0.6781,-0.7199,-0.9107,0.4109,2.1816,-1.5083,-1.2323,-0.4596,-1.0263,-0.8205
196504,3.463,4.7046,4.3677,4.5514,4.7221,0.0916,4.2729,3.2639,4.3373,4.6717,2.465,3.12,4.1825,3.471,6.2449,2.5748,2.5549,4.3588,3.5019,3.5073,2.7013,1.837,2.2142,2.9634,1.8421
196505,0.6579,-1.5047,-0.2762,-0.1273,-0.2516,1.0512,-1.5444,-1.0745,-0.8846,-2.5829,-1.0104,-0.2966,-1.9238,-1.3062,-1.2502,-1.6622,-0.1282,-1.6418,-0.7575,-3.8788,-0.3817,-0.7982,-1.3129,-1.94,-2.9387
